label,p00,p01,p02,p03,p04,p05,p06,p10,p11,p12,p13,p14,p15,p16,p20,p21,p22,p23,p24,p25,p26,p30,p31,p32,p33,p34,p35,p36,p40,p41,p42,p43,p44,p45,p46,p50,p51,p52,p53,p54,p55,p56,p60,p61,p62,p63,p64,p65,p66
8,0,0,0,0,0,0,0,0,0,159,145,72,0,0,0,0,140,19,139,0,0,0,0,63,229,102,0,0,0,0,105,41,110,80,0,0,0,75,148,145,36,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,17,119,239,107,0,0,0,133,168,150,187,0,0,0,8,74,219,89,0,3,138,241,253,151,0,0,63,242,115,30,198,79,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,14,79,88,42,0,0,38,172,93,21,0,0,0,126,125,4,0,0,0,33,4,128,39,0,0,0,89,125,73,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,11,174,219,151,0,0,0,2,77,188,133,0,0,0,2,214,91,0,0,0,65,80,230,22,0,0,0,156,245,195,33,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,61,108,53,0,0,0,0,44,99,241,73,0,0,0,0,0,169,150,0,0,0,0,0,114,173,0,0,0,0,0,55,222,1,0,0,0,0,3,95,7,0
4,0,0,0,0,0,0,0,0,0,0,5,0,39,0,0,0,86,131,23,214,0,0,117,227,27,176,59,0,0,79,95,196,135,0,0,0,0,0,122,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15,159,188,45,0,0,0,132,32,8,124,0,0,3,151,0,0,118,0,0,38,134,0,37,104,0,0,3,135,125,128,10,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1,75,18,0,0,1,52,167,128,9,0,0,143,176,16,0,0,0,84,105,125,75,0,0,0,32,98,61,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,46,60,59,141,4,0,0,21,99,147,70,0,0,0,0,53,149,123,39,0,0,3,61,0,6,96,0,0,32,139,75,141,40,0,0,0,30,54,6,0,0
6,0,0,0,0,37,17,0,0,0,0,40,228,89,0,0,0,21,207,51,0,0,0,0,187,95,96,56,0,0,28,244,224,244,83,0,0,5,128,187,67,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,8,165,195,44,0,0,0,0,57,171,7,0,0,0,0,65,151,156,21,0,0,65,20,0,105,109,0,0,24,165,160,156,8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,58,93,43,0,0,0,0,45,168,244,38,0,0,0,0,86,189,1,0,0,0,13,208,65,0,0,0,0,164,116,0,0,0,0,0,93,33,0,0,0
8,0,0,0,0,0,0,0,0,0,56,108,100,0,0,0,0,71,10,94,0,0,0,0,2,196,115,0,0,0,0,22,129,111,0,0,0,0,81,65,98,0,0,0,0,9,56,0,0,0
8,0,0,0,0,0,0,0,0,0,80,124,36,0,7,0,0,205,117,156,125,128,0,0,143,116,170,150,2,0,0,111,236,74,0,0,0,24,236,206,0,0,0,0,10,111,61,0,0,0
4,0,0,0,0,0,0,0,0,0,21,28,0,21,0,0,0,142,61,30,112,0,0,37,162,118,185,32,0,0,0,37,15,137,0,0,0,0,0,86,63,0,0,0,0,0,84,16,0,0
9,0,0,0,0,0,0,0,0,0,0,70,127,34,0,0,0,103,154,120,101,0,0,5,204,17,204,42,0,0,0,138,219,103,0,0,0,0,46,196,4,0,0,0,0,53,35,0,0,0
1,0,0,0,0,0,0,0,0,0,0,124,31,0,0,0,0,0,158,38,0,0,0,0,0,209,38,0,0,0,0,0,243,31,0,0,0,0,14,217,17,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,33,46,2,2,0,0,0,75,177,209,223,104,0,0,0,0,0,132,87,0,0,0,0,55,196,4,0,0,0,27,204,35,0,0,0,0,98,69,0,0,0
8,0,0,0,0,0,0,0,0,27,129,135,102,0,0,0,17,173,1,69,27,13,0,0,76,129,135,95,4,0,0,0,156,98,0,0,0,0,0,205,156,0,0,0,0,0,27,26,0,0
4,0,0,0,0,0,0,0,0,0,0,33,67,49,0,0,0,42,156,164,14,0,0,32,237,163,170,0,0,0,8,23,193,71,0,0,0,0,6,192,0,0,0,0,0,6,30,0,0,0
4,0,0,0,0,0,0,0,0,0,36,9,57,0,0,0,0,110,4,112,0,0,0,67,172,121,140,0,0,0,0,0,25,97,0,0,0,0,0,41,99,0,0,0,0,0,20,34,0,0
3,0,0,0,0,0,0,0,0,0,93,199,246,48,0,0,0,69,38,195,45,0,0,0,0,54,163,0,0,0,40,21,27,170,0,0,0,193,237,235,81,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,57,61,0,0,9,113,0,20,158,0,0,8,154,9,41,207,5,0,0,84,129,91,98,77,0,0,0,0,0,26,115,0,0,0,0,0,1,31,0
8,0,0,0,0,0,0,0,0,0,16,106,85,76,1,0,0,76,194,214,98,11,0,0,25,249,37,0,0,0,0,153,151,36,0,0,0,9,172,143,40,0,0,0,0,93,97,2,0,0
1,0,0,0,0,0,0,0,0,0,6,142,11,0,0,0,0,0,124,0,0,0,0,0,0,116,0,0,0,0,0,0,116,0,0,0,0,0,0,116,0,0,0,0,0,0,33,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,20,74,52,0,0,16,142,160,90,5,0,0,107,73,0,0,0,0,0,37,126,0,0,0,0,77,200,115,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,43,45,0,0,0,0,0,89,52,0,0,0,0,0,116,7,0,0,0,0,0,125,0,0,0,0,0,0,107,0,0,0,0,0,0,29,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,140,68,0,0,0,0,24,223,12,0,0,0,0,183,84,0,0,0,0,88,195,0,0,0,0,0,203,48,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,43,53,0,0,0,0,0,112,36,0,0,0,0,0,121,0,0,0,0,0,0,156,0,0,0,0,0,0,129,4,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,96,177,146,27,0,0,0,94,141,220,150,0,0,0,17,226,143,0,0,0,1,185,125,150,0,0,0,5,207,177,98,0,0,0,0,46,42,0,0,0
3,0,0,0,0,0,0,0,0,0,29,105,69,0,0,0,0,9,132,103,0,0,0,0,48,53,99,21,0,0,50,0,0,106,19,0,0,67,93,101,65,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,16,114,157,2,0,0,0,120,140,108,171,0,0,0,95,250,107,8,0,0,42,180,138,54,0,0,0,60,172,182,40,0,0,0,0,33,37,0,0,0
5,0,0,0,0,0,0,0,0,0,11,72,123,86,0,0,0,112,57,8,0,0,0,0,119,106,127,0,0,0,0,0,0,115,0,0,0,17,143,79,109,0,0,0,0,18,53,0,0,0
6,0,0,3,95,0,0,0,0,0,53,197,0,0,0,0,0,176,74,32,97,0,0,68,192,106,223,234,0,0,112,203,251,188,157,0,0,5,98,115,66,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,10,50,22,0,0,0,0,131,60,128,11,0,0,8,120,0,124,3,0,0,0,0,22,114,0,0,0,0,0,110,20,0,0,0,0,0,98,0,0,0
1,0,0,0,0,0,0,0,0,0,0,11,209,0,0,0,0,0,83,177,0,0,0,0,1,194,73,0,0,0,0,84,192,2,0,0,0,0,215,46,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,91,106,0,0,0,0,109,165,99,0,0,0,0,195,198,162,0,0,0,0,162,155,86,0,0,0,0,0,173,10,0,0,0,0,0,91,0,0,0
9,0,0,0,0,0,0,0,0,0,0,26,95,37,0,0,0,78,220,241,71,0,0,0,196,96,198,1,0,0,0,142,233,82,0,0,0,0,29,202,1,0,0,0,0,41,53,0,0,0
4,0,0,0,0,0,0,0,0,0,0,84,105,0,0,0,0,66,137,132,0,0,0,95,118,43,177,104,0,0,147,118,93,150,1,0,0,0,0,5,141,0,0,0,0,0,1,31,0,0
2,0,0,0,0,0,0,0,0,0,43,187,61,0,0,0,0,67,105,153,0,0,0,2,72,181,77,0,0,0,148,240,136,174,1,0,0,58,16,0,97,162,20,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,109,155,73,0,0,0,0,144,66,119,0,0,0,65,212,119,8,0,0,114,90,117,1,0,0,0,76,200,180,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,70,12,0,39,0,0,9,195,16,65,182,0,0,190,183,121,201,19,0,0,2,0,159,105,0,0,0,0,15,205,7,0,0,0,0,0,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,123,0,0,0,0,0,0,135,0,0,0,0,0,0,141,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,123,227,54,0,0,0,142,163,121,204,0,0,54,211,6,128,183,0,0,99,138,86,230,37,0,0,68,229,162,21,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,14,67,0,0,0,0,0,132,31,68,29,0,0,26,179,126,214,7,0,0,3,77,94,102,0,0,0,0,0,102,49,0,0,0,0,0,19,10,0,0
9,0,0,0,0,0,0,0,0,0,3,78,177,39,0,0,3,147,135,120,58,0,0,89,117,52,216,1,0,0,116,199,238,141,0,0,0,3,22,245,76,0,0,0,0,0,33,0,0,0
1,0,0,0,0,0,0,0,0,0,0,80,133,0,0,0,0,0,194,94,0,0,0,0,22,229,13,0,0,0,0,24,218,0,0,0,0,0,35,225,18,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,29,120,70,0,0,0,82,191,117,146,0,0,22,176,54,191,62,0,0,49,193,233,153,0,0,0,0,33,217,21,0,0,0,0,25,72,0,0,0
7,0,0,0,0,0,0,0,0,0,12,64,12,0,0,0,0,104,56,140,0,0,0,0,0,0,136,0,0,0,0,0,72,68,0,0,0,0,0,136,0,0,0,0,0,0,104,0,0,0
3,0,0,0,0,0,0,0,0,0,28,251,223,128,0,0,0,0,32,144,160,0,0,0,0,160,191,12,0,0,104,108,191,32,0,0,0,120,255,223,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,52,2,6,96,0,0,0,216,49,35,242,24,0,0,219,211,241,248,206,0,0,42,33,64,214,0,0,0,0,0,45,163,0,0,0,0,0,2,63,0,0
7,0,0,0,0,0,0,0,0,0,104,134,35,10,0,0,0,33,125,235,116,0,0,0,0,69,208,27,0,0,0,58,226,46,0,0,0,54,225,45,0,0,0,0,19,26,0,0,0,0
8,0,0,0,0,0,0,0,0,0,9,177,130,0,0,0,0,131,138,167,0,0,0,9,186,154,181,12,0,0,59,85,0,113,57,0,0,18,124,114,160,23,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,11,167,83,18,0,0,0,0,33,123,205,18,0,0,0,0,45,201,40,2,0,0,15,183,86,0,0,0,6,200,98,0,0,0,0,1,49,1,0,0,0
6,0,0,0,8,34,0,0,0,0,4,93,7,0,0,0,0,74,18,0,0,0,0,0,84,22,70,1,0,0,0,88,45,60,6,0,0,0,23,83,66,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,25,104,18,0,0,0,70,220,249,56,0,0,0,109,228,182,0,0,0,0,0,204,56,0,0,0,0,90,186,0,0,0,0,0,74,25,0,0,0
4,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,15,99,16,115,7,0,0,13,160,117,143,4,0,0,0,0,20,96,0,0,0,0,0,46,89,0,0,0,0,0,3,25,0,0
1,0,0,0,0,0,0,0,0,0,0,24,216,0,0,0,2,7,101,179,0,0,0,2,5,198,91,0,0,0,0,47,228,13,0,0,0,0,110,134,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,117,0,0,0,0,0,0,105,0,0,0,0,0,0,107,9,0,0,0,0,0,149,14,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,33,133,181,139,5,0,2,218,120,227,109,2,0,0,153,226,68,0,0,0,0,180,230,11,0,0,0,11,224,198,53,0,0,0,0,51,39,0,0,0
9,0,0,0,0,0,0,0,0,0,20,52,24,0,0,0,76,136,112,243,36,0,0,72,100,20,191,0,0,0,0,68,96,172,0,0,0,0,0,0,148,0,0,0,0,0,0,124,0,0
4,0,0,0,0,0,0,0,0,0,52,7,36,127,0,0,15,224,27,152,99,0,24,155,197,114,214,10,0,9,51,11,173,154,0,0,0,0,5,213,36,0,0,0,0,0,28,0,0,0
9,0,0,0,0,0,0,0,0,0,0,19,84,3,0,0,0,7,100,54,0,0,0,0,93,88,82,0,0,0,0,36,85,3,0,0,0,0,0,94,11,0,0,0,0,0,22,21,0,0
4,0,0,0,0,0,0,0,0,0,5,8,35,117,0,0,0,93,95,155,106,0,0,48,213,143,204,8,0,0,153,98,169,140,0,0,0,0,0,204,56,0,0,0,0,0,35,0,0,0
1,0,0,0,0,0,0,0,0,0,71,48,0,0,0,0,0,97,23,0,0,0,0,0,12,126,0,0,0,0,0,0,83,68,0,0,0,0,0,0,127,2,0,0,0,0,0,40,2,0
2,0,0,0,0,0,0,0,0,2,108,199,49,0,0,0,9,142,86,152,0,0,0,0,2,135,134,0,0,0,77,212,169,197,43,0,0,129,73,0,31,151,18,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,88,128,120,48,0,0,0,80,32,52,184,20,0,0,0,96,180,136,0,0,0,0,20,92,172,36,0,0,0,20,28,160,60,0,0,0,40,124,32,0,0
7,0,0,0,0,0,0,0,0,37,58,11,0,0,0,0,79,160,188,173,10,0,0,0,0,0,206,22,0,0,0,0,86,151,0,0,0,0,14,187,11,0,0,0,0,76,98,0,0,0
5,0,0,0,0,0,0,0,0,0,6,92,88,39,1,0,0,157,98,92,144,53,0,0,154,199,169,0,0,0,0,0,17,207,0,0,0,53,75,184,73,0,0,0,41,104,17,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,4,146,35,0,0,20,115,167,80,0,0,0,157,127,4,0,0,0,26,7,199,20,0,0,0,128,201,107,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,35,174,198,25,0,0,0,33,124,123,96,0,0,0,7,192,196,19,0,0,2,178,156,99,0,0,0,3,198,187,47,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,48,117,97,44,1,0,2,228,63,181,197,2,0,0,116,209,175,12,0,0,0,120,241,67,0,0,0,6,241,201,36,0,0,0,13,117,19,0,0,0
3,0,0,0,0,0,0,0,0,25,142,184,36,0,0,0,17,48,94,112,0,0,0,15,92,187,79,0,0,0,19,83,76,205,19,0,0,0,35,127,182,9,0,0,0,13,11,0,0,0
5,0,0,0,0,0,0,0,0,0,0,3,76,191,61,0,0,30,175,154,25,0,0,0,86,171,5,0,0,0,44,80,143,59,0,0,0,81,214,185,15,0,0,0,0,0,0,0,0,0
6,0,0,0,0,75,0,0,0,0,0,84,115,0,0,0,0,20,149,3,0,0,0,0,123,158,141,0,0,0,0,208,149,180,0,0,0,0,66,89,9,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,17,127,176,168,32,0,0,25,71,7,107,99,0,0,0,17,149,193,15,0,0,0,58,233,8,0,0,0,104,178,220,20,0,0,0,4,59,23,0,0,0
6,0,0,0,0,21,0,0,0,0,0,63,138,0,0,0,0,8,203,94,0,0,0,0,94,190,121,9,0,0,0,166,108,159,8,0,0,0,91,166,51,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,5,153,244,227,26,0,0,7,133,41,184,109,0,0,0,0,0,159,90,0,0,74,207,222,230,36,0,0,213,209,107,92,143,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,41,158,99,0,0,0,4,163,2,0,0,0,0,52,193,85,0,0,0,14,11,32,87,0,0,0,76,80,135,2,0,0,0,0,52,9,0,0,0
2,0,0,0,0,0,0,0,0,0,121,249,128,7,0,0,0,91,108,202,61,0,0,0,0,18,189,10,0,0,38,132,216,197,0,0,0,101,106,17,158,93,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,12,141,167,36,0,0,0,0,9,180,17,0,0,0,0,5,95,161,0,0,0,0,17,0,155,26,0,0,0,146,136,123,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,134,241,124,0,0,0,133,172,120,170,0,0,12,145,13,86,132,0,0,145,152,81,216,38,0,0,119,245,177,46,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,28,129,72,157,0,0,0,96,121,101,151,0,0,0,1,2,0,138,0,0,0,0,0,7,135,0,0,0,0,0,5,63,0,0
5,0,0,0,0,0,0,0,0,0,0,4,51,111,27,0,0,11,186,130,62,2,0,0,74,177,6,0,0,0,101,122,183,34,0,0,0,42,107,62,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,110,0,82,1,0,0,78,122,121,108,2,0,44,156,55,163,0,0,0,65,166,221,104,0,0,0,0,85,92,0,0,0,0,0,23,2,0,0,0
8,0,0,0,0,0,0,0,0,0,80,162,174,90,42,0,20,210,41,129,223,82,0,6,219,194,125,13,0,0,15,208,199,44,0,0,0,26,224,172,109,0,0,0,0,23,55,5,0,0
3,0,0,0,0,0,0,0,0,0,15,213,164,38,0,0,0,1,113,233,76,0,0,0,37,253,183,0,0,0,10,1,112,225,0,0,1,200,217,183,51,0,0,0,0,0,0,0,0,0
6,0,0,0,60,35,0,0,0,0,74,211,26,0,0,0,17,227,49,9,12,0,0,65,193,113,199,227,46,0,7,234,237,136,202,23,0,0,108,72,55,3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,45,74,0,0,0,82,0,11,168,0,0,12,193,130,50,182,0,0,1,14,19,89,175,0,0,0,0,0,0,158,0,0,0,0,0,0,31,0,0
0,0,0,0,0,0,0,0,0,0,18,194,72,147,0,0,1,183,156,42,217,0,0,54,171,4,38,198,0,0,136,121,49,212,76,0,0,89,246,205,84,0,0,0,0,0,0,0,0,0
6,0,0,0,0,39,0,0,0,0,0,108,88,0,0,0,0,17,143,0,0,0,0,0,64,83,48,0,0,0,0,87,207,195,0,0,0,0,53,150,47,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,15,1,64,74,0,0,1,171,21,152,50,0,0,80,221,142,196,4,0,0,0,0,145,98,0,0,0,0,4,203,10,0,0,0,0,1,38,0,0,0
1,0,0,0,0,0,0,0,0,0,0,4,86,0,0,0,0,0,85,24,0,0,0,0,0,103,0,0,0,0,0,1,104,0,0,0,0,0,27,74,0,0,0,0,0,15,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,88,231,22,0,0,0,91,187,156,172,0,0,72,184,3,54,181,0,0,200,25,19,187,78,0,0,153,193,190,72,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,33,138,123,32,0,0,0,4,1,62,64,0,0,0,0,50,178,104,0,0,0,0,2,0,89,46,0,0,0,82,160,141,18,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,75,154,190,74,0,0,0,58,79,178,114,0,0,0,0,194,155,4,0,0,13,7,131,107,0,0,0,111,237,237,94,0,0,0,1,46,47,0,0,0
5,0,0,0,0,0,0,0,0,0,2,104,140,97,0,0,0,75,180,53,4,0,0,0,125,71,0,0,0,0,0,14,132,113,0,0,0,0,54,132,108,0,0,0,0,5,49,0,0,0
8,0,0,0,0,0,0,0,0,0,45,160,169,13,0,0,0,114,84,181,67,0,0,0,40,239,115,0,0,0,0,167,163,72,0,0,0,0,208,179,62,0,0,0,0,26,33,0,0,0
8,0,0,0,0,24,0,0,0,0,86,130,61,0,0,0,1,160,63,21,11,0,0,0,12,169,180,8,0,0,0,130,18,38,116,0,0,0,97,126,117,32,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,81,117,0,0,0,0,0,165,73,0,0,0,0,12,225,63,8,0,0,0,94,154,75,12,0,0,0,159,56,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,26,9,0,0,0,0,16,130,2,0,0,0,5,137,5,0,0,0,0,84,143,93,0,0,0,0,117,0,116,0,0,0,0,54,100,59,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,46,234,146,0,0,0,48,207,109,166,0,0,30,210,39,62,109,0,0,147,68,53,196,26,0,0,142,191,155,27,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,34,31,0,0,0,48,80,51,130,5,0,41,37,0,0,96,0,0,0,0,0,10,87,0,0,0,0,0,107,13,0,0,0,0,5,83,0,0,0
3,0,0,0,0,0,0,0,0,0,88,168,183,121,0,0,0,40,71,94,186,0,0,0,0,61,213,65,0,0,66,2,117,91,0,0,0,236,232,246,26,0,0,0,0,14,50,0,0,0
8,0,0,0,0,0,0,0,0,0,50,119,89,0,0,0,0,61,78,107,0,0,0,0,14,194,52,0,0,0,0,97,95,68,0,0,0,0,95,148,43,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,58,224,19,0,0,0,30,217,247,32,0,0,0,185,53,199,35,0,0,59,157,110,149,0,0,0,74,235,120,4,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,4,55,45,0,0,0,0,155,114,188,44,0,0,0,159,118,181,5,0,0,0,4,121,100,0,0,0,0,9,182,2,0,0,0,0,23,123,0,0,0
4,0,0,0,0,0,0,0,0,0,54,8,12,102,0,0,0,139,40,98,86,0,0,52,234,126,192,9,0,0,57,39,106,161,0,0,0,0,0,176,46,0,0,0,0,0,47,0,0,0
4,0,0,0,0,0,0,0,0,0,12,30,63,0,0,0,0,93,77,115,0,0,0,5,148,54,103,11,0,0,9,164,184,143,45,0,0,0,0,95,44,0,0,0,0,0,15,7,0,0
7,0,0,0,0,0,0,0,0,17,148,32,0,9,0,0,0,53,155,122,79,0,0,0,0,138,64,19,0,0,0,61,155,0,77,0,0,7,175,11,0,14,0,0,10,34,0,0,0,0
3,0,0,0,0,0,0,0,0,2,126,122,100,0,0,0,0,11,117,77,0,0,0,0,116,129,21,0,0,0,0,0,35,139,8,0,0,7,77,114,149,9,0,0,5,43,24,0,0,0
4,0,0,0,0,0,0,0,0,0,41,8,6,139,0,0,0,179,43,118,126,0,0,117,240,103,213,11,0,0,82,43,178,107,0,0,0,0,34,187,1,0,0,0,0,1,14,0,0,0
7,0,0,0,0,0,0,0,0,0,0,16,82,69,0,0,9,120,92,73,103,0,0,0,0,32,134,1,0,0,0,36,137,4,0,0,0,40,152,9,0,0,0,0,59,2,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,38,112,55,0,0,10,164,181,111,197,0,0,154,107,13,157,122,0,0,184,188,224,175,1,0,0,0,5,201,36,0,0,0,0,7,99,0,0,0
1,0,0,0,0,0,0,0,0,0,0,52,36,0,0,0,0,0,125,15,0,0,0,0,0,113,0,0,0,0,0,0,105,0,0,0,0,0,0,129,12,0,0,0,0,0,22,1,0,0
2,0,0,0,6,48,6,0,0,0,13,207,242,88,0,0,0,2,93,132,123,0,0,0,46,93,222,27,0,3,173,253,236,187,4,0,13,182,103,10,79,59,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,39,95,115,66,0,0,0,148,7,138,66,0,0,0,71,218,74,0,0,0,0,115,17,119,0,0,0,0,95,122,106,0,0,0,0,0,25,4,0,0
9,0,0,0,0,0,0,0,0,0,0,56,108,28,0,0,0,152,180,188,108,0,0,92,164,40,219,24,0,0,56,200,247,112,0,0,0,0,12,215,8,0,0,0,0,12,88,0,0,0
1,0,0,0,0,0,0,0,0,0,0,113,47,0,0,0,0,0,68,66,0,0,0,0,0,110,38,0,0,0,0,0,139,5,0,0,0,0,0,153,0,0,0,0,0,0,23,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,187,0,0,0,0,0,96,151,0,0,0,0,7,219,48,0,0,0,0,78,169,0,0,0,0,0,183,46,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,64,233,29,0,0,0,94,164,133,117,0,0,1,187,0,96,102,0,0,27,197,44,211,22,0,0,2,181,213,42,0,0,0,0,0,0,0,0,0
2,0,0,0,2,2,0,0,0,0,28,190,138,0,0,0,0,44,86,171,0,0,0,0,61,170,132,0,0,0,142,244,132,201,78,12,0,74,24,0,22,126,26,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,116,11,0,0,0,0,0,122,16,0,0,0,0,0,147,16,0,0,0,0,0,162,14,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,2,40,0,0,0,0,26,180,171,0,0,0,7,204,81,5,0,0,0,3,188,24,0,0,0,159,104,107,79,0,0,0,69,158,161,26,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,51,24,17,0,0,0,0,100,127,207,0,0,0,0,0,56,125,0,0,0,0,0,155,8,0,0,0,0,20,159,0,0,0,0,0,16,110,0,0,0
7,0,0,0,0,0,0,0,0,0,74,109,57,0,0,0,0,46,83,187,0,0,0,0,0,71,128,0,0,0,0,4,192,25,0,0,0,0,123,111,0,0,0,0,0,94,4,0,0,0
0,0,0,0,0,0,0,0,0,0,70,162,169,44,0,0,21,222,63,26,158,0,0,60,184,0,9,155,0,0,24,226,11,109,89,0,0,0,130,201,201,9,0,0,0,0,55,17,0,0
1,0,0,0,0,0,0,0,0,0,0,40,149,0,0,0,0,0,127,177,0,0,0,0,0,204,96,0,0,0,0,63,227,11,0,0,0,0,191,99,0,0,0,0,0,40,2,0,0,0
0,0,0,0,0,0,0,0,0,9,151,146,167,42,0,0,101,35,0,26,178,15,0,160,4,0,0,89,44,0,151,94,0,3,136,1,0,18,139,170,155,60,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,108,76,48,4,0,0,0,84,144,231,76,0,0,0,0,32,223,16,0,0,0,8,203,80,0,0,0,0,144,144,0,0,0,0,0,100,8,0,0,0
0,0,0,0,0,0,0,0,0,0,43,174,127,2,0,0,3,143,29,61,106,0,0,74,40,0,0,124,0,0,99,18,0,1,114,0,0,31,152,102,95,23,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,6,205,16,0,0,0,0,96,178,0,0,0,0,15,222,38,0,0,0,0,137,138,0,0,0,0,8,226,19,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,7,149,123,71,0,0,0,70,204,123,99,0,0,0,50,154,104,173,36,0,0,0,0,0,53,132,0,0,0,141,111,143,157,0,0,0,4,55,58,3,0
6,0,0,0,0,87,0,0,0,0,0,77,149,0,0,0,0,36,196,12,0,0,0,0,163,124,188,66,0,0,0,228,203,165,69,0,0,0,88,109,40,0,0,0,0,0,0,0,0,0
3,0,6,51,5,0,0,0,0,46,124,150,5,0,0,0,0,0,79,63,0,0,0,0,15,166,147,53,0,0,3,49,6,9,112,0,0,2,112,158,161,45,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,15,118,31,0,0,0,0,16,194,202,203,8,0,0,0,0,18,227,9,0,0,0,0,124,119,0,0,0,0,33,216,8,0,0,0,0,54,50,0,0,0
0,0,0,0,0,0,0,0,0,0,13,169,119,16,0,0,10,122,25,3,97,0,0,103,16,0,0,88,0,0,122,0,0,0,85,0,0,50,116,107,107,31,0,0,0,0,0,0,0,0
3,0,0,0,0,19,12,0,4,0,0,107,204,164,0,3,0,0,0,96,155,0,0,0,8,173,181,21,0,11,138,90,208,0,0,0,6,138,161,144,0,0,0,0,0,0,0,0,0,0
